collision_date,latitude,longitude
2013-02-17,40.6719975,-73.8774104
2013-02-19,40.6314859,-74.0137265
2013-02-19,40.6806649,-73.9026216
2013-02-20,40.6828007,-73.9063754
2013-02-21,40.6214926,-74.0262133
2013-02-22,40.6714688,-73.8810776
2013-02-22,40.6245204,-73.9974855
2013-02-23,40.6757357,-73.8968533
2013-02-25,40.6397628,-73.9580047
2013-02-26,40.6666109,-73.8761371
2013-02-27,40.6185581,-73.9550356
2013-02-27,40.6555605,-73.892711
2013-02-28,40.6815661,-73.8943133
2013-02-28,40.7183865,-73.9571327
2013-03-01,40.5753024,-73.9845176
2013-03-01,40.6686479,-73.9283482
2012-12-01,40.6783447,-73.9854275
2012-12-01,40.7059119,-73.951085
2012-12-02,40.6775217,-73.9727156
2012-12-03,40.6065582,-73.9736197
2012-12-03,40.6451657,-73.898342
2012-12-04,40.7065556,-73.958313
2012-12-04,40.6728468,-73.8894171
2012-12-04,40.6285044,-73.8979206
2012-12-05,40.6793205,-74.003322
2012-12-05,40.6195715,-73.9335375
2012-12-05,40.6686479,-73.9283482
2012-12-06,40.6321467,-73.9527315
2012-12-06,40.6861166,-73.8699099
2012-12-06,40.6776795,-73.9795979
2012-12-07,40.6543095,-74.0044185
2012-12-07,40.6636039,-73.9343912
2012-12-08,40.6449672,-73.958978
2012-12-08,40.6378997,-73.9008392
2012-12-09,40.7151811,-73.9519581
2012-12-09,40.7132035,-73.9772191
2012-12-10,40.6718921,-73.8958679
2012-12-11,40.6790346,-73.9385077
2012-12-12,40.6441978,-73.912941
2012-12-12,40.604961,-73.9437654
2012-12-12,40.6748055,-73.9783911
